Company Name,Exchange:Ticker,Ticker,Company Type,Primary Exchange,Secondary Listings,Geographic Locations,Market Cap USDmm Latest,Security Tickers,Primary Sector,Industry Classifications,Headquarters Country/Region,CIK,Equity Currency
STERIS plc,NYSE:STE,STE,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),21921.7,NYSE:STE; BOVESPA:S1TE34; DB:2TG,Health Care,"Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Hospital Facility Equipment (Primary); Medical Equipment (Primary); Surgical and Laboratory Sterilizers (Primary); Health Care Providers and Services; Health Care Services; Health Care Supplies; Life Sciences Tools and Services; Life Sciences Tools and Services; Medical Consumables; Medical Laboratory Services; Pharmaceuticals, Biotechnology and Life Sciences; Surgical Sets and Instruments",United States,0001757898; 0001624899,US Dollar
"Woodward, Inc.",NasdaqGS:WWD,WWD,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),21910.0,NasdaqGS:WWD; DB:WW1,Industrials,"Aerospace and Defense (Primary); Aerospace and Defense (Primary); Aerospace and Defense Maintenance and Services (Primary); Aircraft Engines and Engine Parts (Primary); Aircraft Systems, Components and Equipment (Primary); Capital Goods (Primary); Fluid Power Aircraft Subassemblies (Primary); Industrials (Primary); Commercial and Professional Services; Commercial Repair Services; Commercial Services and Supplies; Communication Services; Diversified Support Services; Electrical Components and Equipment; Electrical Equipment; Electronic Equipment and Instruments; Electronic Equipment, Instruments and Components; Entertainment; Entertainment Venues; Fluid Power Cylinders and Actuators; Fluid Power Pumps and Motors; Fluid Power Valves and Hose Fittings; Heavy Electrical Equipment; Industrial Machinery and Supplies and Components; Information Technology; Live Theater Operators; Machinery; Machinery Components; Measuring, Analyzing, and Controlling Instruments; Media and Entertainment; Movies and Entertainment; Pumps and Pumping Equipment; Technology Hardware and Equipment",United States,0000108312,US Dollar
Omnicom Group Inc.,NYSE:OMC,OMC,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),21892.9,NYSE:OMC; BIT:1OMC; BOVESPA:O1MC34; DB:OCN; LSE:0KBK,Communication Services,Advertising (Primary); Broadcast Advertising (Primary); Communication Services (Primary); Investor Relations Services (Primary); Market Research (Primary); Marketing Consulting (Primary); Marketing Services (Primary); Media (Primary); Media and Entertainment (Primary); Print Advertising (Primary); Public Relations Services (Primary); Commercial and Professional Services; Commercial Services and Supplies; Consulting Services; Data Management; Diversified Support Services; Industrials; Information Technology; Infrastructure Services; Internet Services and Infrastructure; IT Services; Professional Services; Publishing; Research and Consulting Services; Software and Services,United States,0000029989,US Dollar
Veralto Corporation,NYSE:VLTO,VLTO,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),21803.7,NYSE:VLTO; BIT:1VLTO; BMV:VLTO *; DB:RZ2; LSE:0ADD,Industrials,"Commercial and Professional Services (Primary); Commercial Services and Supplies (Primary); Environmental and Facilities Services (Primary); Industrials (Primary); Application Software; Chemicals; Commercial Printing; Diversified Support Services; Drawing and Imaging Software; Electronic Equipment and Instruments; Electronic Equipment, Instruments and Components; Information Technology; Materials; Materials; Measuring, Analyzing, and Controlling Instruments; Software; Software and Services; Specialty Chemicals; Technology Hardware and Equipment",United States,0001967680,US Dollar
Labcorp Holdings Inc.,NYSE:LH,LH,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),21773.0,NYSE:LH; BMV:LH *; BOVESPA:L1CA34; DB:N6B; LSE:0JSY,Health Care,"Blood and Chemistry Analysis Laboratory Services (Primary); Drug and Alcohol Screening Services (Primary); Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Providers and Services (Primary); Health Care Services (Primary); Medical Laboratory Services (Primary); Commercial and Professional Services; Health Care Facilities; Health Care Technology; Health Care Technology; Healthcare Industry Software; Hospitals and Healthcare Centers; Industrials; Life Sciences Tools and Services; Life Sciences Tools and Services; Pharmaceuticals, Biotechnology and Life Sciences; Professional Services; Research and Consulting Services; Research, Development, and Testing Services; Substance Abuse Hospitals and Facilities; Testing Laboratories",United States,0002022473; 0000920148,US Dollar
"C.H. Robinson Worldwide, Inc.",NasdaqGS:CHRW,CHRW,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),21653.8,NasdaqGS:CHRW; BMV:CHRW *; BOVESPA:C1HR34; DB:CH1A; LSE:0HQW,Industrials,Air Freight and Logistics (Primary); Air Freight and Logistics (Primary); Industrials (Primary); Transportation (Primary); Cargo Ground Transportation; Commercial and Professional Services; Commercial Services and Supplies; Consumer Staples; Consumer Staples Distribution and Retail; Consumer Staples Distribution and Retail; Diversified Support Services; Food Distribution; Food Distributors; Ground Transportation; Local General Freight Trucking ; Marine Transportation; Marine Transportation; Marine Transportation Of Freight; Rail Transportation; Railroad Transportation of Freight; Road Transportation of Freight; Warehousing and Storage,United States,0001043277,US Dollar
Twilio Inc.,NYSE:TWLO,TWLO,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),21452.9,NYSE:TWLO; WBAG:TWLO; BASE:TWLO; BASE:TWLOD; BMV:TWLO *; BOVESPA:T1WL34; BRSE:TWLO; DB:TWH; LSE:0LHL,Information Technology,Information Technology (Primary); Internet Services and Infrastructure (Primary); IT Services (Primary); Software and Services (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software; Communication Services; Customer Relationship Management (CRM); Interactive Media and Services; Interactive Media and Services; Media and Entertainment; Online Services; Software,United States,0001447669,US Dollar
"NetApp, Inc.",NasdaqGS:NTAP,NTAP,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),21390.6,NasdaqGS:NTAP; BIT:1NTAP; BMV:NTAP *; BOVESPA:N1TA34; DB:NTA; LSE:0K6F,Information Technology,"Data Storage (Primary); Information Technology (Primary); Technology Hardware and Equipment (Primary); Technology Hardware, Storage and Peripherals (Primary); Technology Hardware, Storage and Peripherals (Primary); Application Software; Commercial and Professional Services; Data Management; Data Processing and Outsourced Services; Data Recovery; Data Storage Services; Enterprise Data Management; Enterprise Software; Industrials; Information Technology (IT) Consulting; Infrastructure Services; Internet Services and Infrastructure; IT Consulting and Other Services; IT Services; Operating System Software; Professional Services; Remote Data Backup; Software; Software and Services; Systems Software",United States,0001002047,US Dollar
"Zscaler, Inc.",NasdaqGS:ZS,ZS,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),21380.3,NasdaqGS:ZS; WBAG:ZSCA; XTRA:0ZC; BIT:1ZS; BMV:ZS *; BOVESPA:Z2SC34; DB:0ZC; LSE:0XVU,Information Technology,Information Technology (Primary); Security Software (Primary); Software (Primary); Software and Services (Primary); Systems Software (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software; Enterprise Software; Industry Specific Software,United States,0001713683,US Dollar
"MACOM Technology Solutions Holdings, Inc.",NasdaqGS:MTSI,MTSI,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),21333.4,NasdaqGS:MTSI; BMV:MTSI *; DB:1MA; LSE:0A8Z,Information Technology,"Amplifiers (Primary); Analog and Mixed Signal (Primary); Digital (Primary); Information Technology (Primary); Logic Devices (Primary); Semiconductors (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Electronic Component Switches; Electronic Components; Electronic Components; Electronic Equipment, Instruments and Components; Technology Hardware and Equipment",United States,0001493594,US Dollar
"Royal Gold, Inc.",NasdaqGS:RGLD,RGLD,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),21315.8,NasdaqGS:RGLD; BIT:1RGLD; BMV:RGLD *; DB:RG3; LSE:0KXS,Materials,"Gold (Primary); Gold Ores (Primary); Materials (Primary); Materials (Primary); Metals and Mining (Primary); Coal and Consumable Fuels; Copper; Copper Ores; Diamond Mining; Diversified Metal Ores; Diversified Metals and Mining; Energy; Energy; Financial Services; Financial Services; Financials; Iron Ores; Lead Ores; Nickel Ores; Nonmetallic Mineral Mining; Oil, Gas and Consumable Fuels; Palladium Ores; Platinum Ores; Precious Gemstone Mining and Production; Precious Metal Ores; Precious Metals and Minerals; Rhodium Ores; Silver; Silver Ores; Specialized Finance; Steel; Titanium Ores; Uranium Ores; Zinc Ores",United States,0000085535,US Dollar
Carpenter Technology Corporation,NYSE:CRS,CRS,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),21251.8,NYSE:CRS; DB:XTY,Industrials,"Aerospace and Defense (Primary); Aerospace and Defense (Primary); Capital Goods (Primary); Industrials (Primary); Diversified Metals and Mining; Energy; Energy; Energy Equipment and Services; Industrial Machinery and Supplies and Components; Machinery; Materials; Materials; Metals and Mining; Oil and Gas Equipment and Services; Oil and Gas Machinery and Equipment; Rolling, Drawing, And Extruding Of Diversified Metals; Steel; Steel Works, Blast Furnaces, And Finishing Mills",United States,0000017843,US Dollar
APi Group Corporation,NYSE:APG,APG,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),21115.5,NYSE:APG; DB:4XY,Industrials,Capital Goods (Primary); Construction and Engineering (Primary); Construction and Engineering (Primary); Construction Support Services (Primary); Heavy Construction (Primary); Industrials (Primary); Specialty Contract Work (Primary); Commercial and Professional Services; Commercial Security and Safety Services ; Commercial Services and Supplies; Security and Alarm Services,United States,0001796209,US Dollar
"First Solar, Inc.",NasdaqGS:FSLR,FSLR,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),21080.8,NasdaqGS:FSLR; SWX:FSLR; WBAG:FSLR; XTRA:F3A; BASE:FSLR; BASE:FSLRD; BIT:1FSLR; BMV:FSLR *; BOVESPA:FSLR34; DB:F3A; LSE:0R06,Information Technology,"Analog and Mixed Signal (Primary); Information Technology (Primary); Photovoltaic Cells (Primary); Semiconductors (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Electronic Equipment, Instruments and Components; Semiconductor Equipment and Product Distribution; Technology Distributors; Technology Hardware and Equipment",United States,0001274494,US Dollar
"Rivian Automotive, Inc.",NasdaqGS:RIVN,RIVN,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),21034.8,NasdaqGS:RIVN; BIT:1RIVN; BMV:RIVN *; DB:99U; LSE:0ACR,Consumer Discretionary,Automobile Manufacturers (Primary); Automobiles (Primary); Automobiles and Components (Primary); Consumer Discretionary (Primary); Light Truck and Sport Utility Vehicles (SUVs) (Primary); Passenger Motor Vehicles (Primary); Automobile Components; Automotive Parts and Equipment; Business Credit Agencies; Consumer Services; Credit Agencies; Diversified Consumer Services; Finance Leasing; Financial Services; Financial Services; Financials; Insurance; Insurance; Insurance Brokers; Motor Vehicle Accessories; Motor Vehicle Repair and Services; Specialized Consumer Services; Specialized Finance,United States,0001874178,US Dollar
ATI Inc.,NYSE:ATI,ATI,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),21022.0,NYSE:ATI; BMV:ATI *; DB:ATD,Industrials,"Aerospace and Defense (Primary); Aerospace and Defense (Primary); Capital Goods (Primary); Industrials (Primary); Diversified Metals and Mining; Iron And Steel Foundries; Iron Foundries; Materials; Materials; Metals and Mining; Secondary Smelting And Refining Of Diversified Metals; Smelting and Refining of Diversified Metals ; Steel; Steel Foundries; Steel Works, Blast Furnaces, And Finishing Mills",United States,0001018963,US Dollar
"Principal Financial Group, Inc.",NasdaqGS:PFG,PFG,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),20995.6,NasdaqGS:PFG; BOVESPA:P1FG34; DB:PG4; LSE:0KO5,Financials,Dental Insurance Plans (Primary); Financials (Primary); Health and Medical Insurance (Primary); Insurance (Primary); Insurance (Primary); Life and Health Insurance (Primary); Life Insurance (Primary); Asset Management and Custody Banks; Capital Markets; Casualty; Disability Insurance; Financial Services; Insurance Brokers; Property and Casualty Insurance,United States,0001126328,US Dollar
"Affirm Holdings, Inc.",NasdaqGS:AFRM,AFRM,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),20979.3,NasdaqGS:AFRM; SET:AFRM03; BIT:1AFRM; BMV:AFRM *,Financials,Financial Services (Primary); Financial Services (Primary); Financials (Primary); Internet Merchant Services (Primary); Transaction and Payment Processing Services (Primary); Consumer Digital Lending; Consumer Finance; Consumer Finance; Personal Credit Agencies,United States,0001820953,US Dollar
"Moderna, Inc.",NasdaqGS:MRNA,MRNA,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),20959.6,NasdaqGS:MRNA; SWX:MRNA; WBAG:MRNA; XTRA:0QF; BASE:MRNA; BIT:1MRNA; BMV:MRNA *; BOVESPA:M1RN34; BUL:0QF; BVL:MRNA; DB:0QF; KAS:MRNA_KZ; LSE:0A45; MUN:0QF,Health Care,"Biotechnology (Primary); Biotechnology (Primary); Health Care (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); rDNA Pharmaceuticals (Primary); Anti-infective Drugs; Antifungal Drugs; Antiviral Drugs; Oncology Drugs; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals; Respiratory Drugs; Vaccines",United States,0001682852,US Dollar
Equifax Inc.,NYSE:EFX,EFX,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),20829.3,NYSE:EFX; WBAG:EFX; BASE:EFXD; BASE:EFX; BIT:1EFX; BMV:EFX *; BOVESPA:EFXB31; DB:EFX; LSE:0II3,Industrials,Commercial and Professional Services (Primary); Consulting Services (Primary); Credit Reporting Services (Primary); Industrials (Primary); Professional Services (Primary); Research and Consulting Services (Primary); Commercial Services and Supplies; Debt Collection Services; Debt Management Services; Human Resource and Employment Services; Office Services and Supplies; Outsourced Business Services; Payroll Services,United States,0000033185,US Dollar
"MongoDB, Inc.",NasdaqGM:MDB,MDB,Public Company,Nasdaq Global Market (NasdaqGM),-,United States of America (Primary),20744.2,NasdaqGM:MDB; BIT:1MDB; BMV:MDB *; BOVESPA:M1DB34; DB:526; LSE:0KKZ,Information Technology,Information Technology (Primary); Internet Services and Infrastructure (Primary); IT Services (Primary); Software and Services (Primary); Application Hosting Services; Application Software; Consumer Discretionary; Consumer Services; Diversified Consumer Services; Education Services; IT Consulting and Other Services; Software; Specialty Educational Services,United States,0001441816,US Dollar
"Corpay, Inc.",NYSE:CPAY,CPAY,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),20730.4,NYSE:CPAY; BIT:1CPAY; BMV:CPAY *; BOVESPA:CPAY34; DB:07G0; LSE:0AD8,Financials,Financial Services (Primary); Financial Services (Primary); Financials (Primary); Internet Merchant Services (Primary); Payment Processors (Primary); Transaction and Payment Processing Services (Primary),United States,0001175454,US Dollar
"Burlington Stores, Inc.",NYSE:BURL,BURL,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),20710.1,NYSE:BURL; BMV:BURL *; BOVESPA:B2UR34; DB:BUI,Consumer Discretionary,"Accessory Stores (Primary); Apparel Retail (Primary); Boys' Apparel Stores (Primary); Consumer Discretionary (Primary); Consumer Discretionary Distribution and Retail (Primary); Girls' Apparel Stores (Primary); Infants' Apparel Stores (Primary); Men's Apparel Stores (Primary); Shoe Stores (Primary); Specialty Retail (Primary); Women's, Misses', and Juniors' Apparel Stores (Primary); Broadline Retail; Broadline Retail; General Merchandise Stores; Hobbies, Games and Toy Stores; Homefurnishing Retail; Leisure Equipment Stores; Other Specialty Retail",United States,0001579298,US Dollar
"BWX Technologies, Inc.",NYSE:BWXT,BWXT,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),20659.4,NYSE:BWXT; BMV:BWXT *; DB:4BW,Industrials,"Aerospace and Defense (Primary); Aerospace and Defense (Primary); Aerospace and Defense Maintenance and Services (Primary); Capital Goods (Primary); Industrials (Primary); Coal and Consumable Fuels; Commercial and Professional Services; Commercial Services and Supplies; Construction and Engineering; Construction and Engineering; Construction Support Services; Consulting Services; Diversified Support Services; Electrical Equipment; Energy; Energy; Environmental and Facilities Services; Health Care; Heavy Electrical Equipment; Industrial Machinery and Supplies and Components; Machinery; Machinery Components; Medicinal Chemicals and Botanical Products; Oil, Gas and Consumable Fuels; Pharmaceuticals; Pharmaceuticals; Pharmaceuticals, Biotechnology and Life Sciences; Power Generation Equipment; Professional Services; Research and Consulting Services; Scientific and Related Consulting Services",United States,0001486957,US Dollar
US Foods Holding Corp.,NYSE:USFD,USFD,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),20445.1,NYSE:USFD; BMV:USFD *; DB:UFH,Consumer Staples,Consumer Staples (Primary); Consumer Staples Distribution and Retail (Primary); Consumer Staples Distribution and Retail (Primary); Food Distribution (Primary); Food Distributors (Primary),United States,0001665918,US Dollar
Snap-on Incorporated,NYSE:SNA,SNA,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),20241.6,NYSE:SNA; BASE:SNA; BIT:1SNA; BOVESPA:S1NA34; DB:SPU; LSE:0L7G,Industrials,"Capital Goods (Primary); Industrial Machinery and Supplies and Components (Primary); Industrials (Primary); Machinery (Primary); Metal Cutting Machine Tools (Primary); Metalworking Machinery and Equipment (Primary); Automobile Components; Automobiles and Components; Automotive Maintenance Equipment; Automotive Parts and Equipment; Building Products; Building Products; Consumer Discretionary; Consumer Finance; Consumer Finance; Electronic Equipment and Instruments; Electronic Equipment, Instruments and Components; Financial Services; Financials; Hand and Edge Tools; Hardware Tools and Equipment; Information Technology; Measuring, Analyzing, and Controlling Instruments; Screw Machine Products; Software; Software and Services; Systems Software; Technology Hardware and Equipment",United States,0000091440,US Dollar
Centene Corporation,NYSE:CNC,CNC,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),20206.9,NYSE:CNC; BIT:1CNC; BMV:CNC *; BOVESPA:C1NC34; DB:QEN; LSE:0HVB,Health Care,Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Providers and Services (Primary); Health Maintenance Organizations (Primary); Managed Care Health Insurance Plans (Primary); Managed Health Care (Primary); Dental Services; Health Care Services,United States,0001071739,US Dollar
"Dollar Tree, Inc.",NasdaqGS:DLTR,DLTR,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),20173.7,NasdaqGS:DLTR; WBAG:DLTR; BIT:1DLTR; BMV:DLTR *; BOVESPA:DLTR34; DB:DT3; LSE:0IC8,Consumer Staples,Consumer Staples (Primary); Consumer Staples Distribution and Retail (Primary); Consumer Staples Distribution and Retail (Primary); Consumer Staples Merchandise Retail (Primary); Broadline Retail; Broadline Retail; Consumer Discretionary; Consumer Discretionary Distribution and Retail; General Merchandise Stores; Variety Stores,United States,0000935703,US Dollar
Tractor Supply Company,NasdaqGS:TSCO,TSCO,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),20077.7,NasdaqGS:TSCO; WBAG:TSCO; BIT:1TSCO; BMV:TSCO1 *; BOVESPA:T1SC34; DB:TR4; LSE:0REL,Consumer Discretionary,"Consumer Discretionary (Primary); Consumer Discretionary Distribution and Retail (Primary); Gift and Novelty Stores (Primary); Hobbies, Games and Toy Stores (Primary); Household Product Stores (Primary); Leisure Equipment Stores (Primary); Online Flowers, Gifts and Novelties (Primary); Online Hobbies, Games and Toy Retail (Primary); Online Leisure Equipment Retail (Primary); Online Pet Care Product Retail (Primary); Online Specialty Retail (Primary); Other Specialty Retail (Primary); Pet Care Product Stores (Primary); Specialty Retail (Primary); Animal Feed; Apparel Retail; Automotive Retail; Bird and Fowl Food; Building Product and Home Supply Stores; Consumer Staples; Food Products; Food, Beverage and Tobacco; Home Improvement Retail; Lawn and Garden Supply Stores; Online Apparel and Accessory Retail; Online Building Product and Home Supply Retail; Online Lawn and Garden Supply Retail; Online Shoe Retail; Packaged Foods and Meats",United States,0000916365,US Dollar
"DICK'S Sporting Goods, Inc.",NYSE:DKS,DKS,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),19987.0,NYSE:DKS; BIT:1DKS; BMV:DKS *; BOVESPA:D2KS34; DB:DSG,Consumer Discretionary,Consumer Discretionary (Primary); Consumer Discretionary Distribution and Retail (Primary); Leisure Equipment Stores (Primary); Online Leisure Equipment Retail (Primary); Online Specialty Retail (Primary); Online Sporting and Recreational Good Retail (Primary); Other Specialty Retail (Primary); Specialty Retail (Primary); Sporting and Recreational Good Stores (Primary); Accessory Stores; Apparel Retail; Online Accessory Retail; Online Apparel and Accessory Retail; Online Apparel Retail; Online Shoe Retail; Shoe Stores,United States,0001089063,US Dollar
"Expeditors International of Washington, Inc.",NYSE:EXPD,EXPD,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),19914.4,NYSE:EXPD; BMV:EXPD *; BOVESPA:E1XP34; DB:EW1; LSE:0IJR,Industrials,Air Freight and Logistics (Primary); Air Freight and Logistics (Primary); Industrials (Primary); Transportation (Primary); Cargo Ground Transportation; Commercial and Professional Services; Commercial Services and Supplies; Diversified Support Services; Financials; Ground Transportation; Insurance; Insurance; Insurance Brokers; Marine Transportation; Marine Transportation; Marine Transportation Of Freight,United States,0000746515,US Dollar
